sens2_mean,sens3_mean,sens4_mean,sens7_mean,sens8_mean,sens11_mean,sens12_mean,sens13_mean,sens15_mean,sens17_mean,sens20_mean,sens21_mean,sens2_trend,sens3_trend,sens4_trend,sens7_trend,sens8_trend,sens11_trend,sens12_trend,sens13_trend,sens15_trend,sens17_trend,sens20_trend,sens21_trend,window num,unit num,RUL,cluster
-0.6667987362875277,-0.3742966641564595,-0.814619355628745,0.7945794417754468,-0.7394347116957813,-0.9261554839638041,0.7976562114227929,-0.8645527316919399,-0.7918669670607444,-0.67158647655435,0.8456412541226855,0.8500310828869247,0.0033021411848277523,-0.006677296307544027,0.0025940391118506522,-0.003447103881022409,0.0024289796029101237,0.008795704354413214,0.0002270536945445765,0.005450682890728401,0.012111818671171132,0.0030600966980538144,-0.012296756438702358,-0.009600613471658914,1,1,150.0,3
-0.6179796335965596,-0.4879402304039046,-0.7680637888410256,0.7370138759429297,-0.707330211295903,-0.7839262587935382,0.7917913071750153,-0.7743048652342164,-0.6151969953878094,-0.6232245301364121,0.6564290906516781,0.69909295899223,0.0017986835833975212,-0.004575170697146608,0.0022526543973773083,-0.002517923924924385,0.001034087885696323,0.0057031870736852525,-0.0009552824682836587,0.003806558617264904,0.005941794635457921,0.0019713461015139757,-0.006959549431132051,-0.005782205810507344,2,1,150.0,3
-0.5828008274648918,-0.5511443148333516,-0.7139916889164277,0.6823867893302994,-0.6841653877454665,-0.6828367667746471,0.7516426553583766,-0.6994944664430628,-0.5329131600137111,-0.5819848258350854,0.5488136359824536,0.6028339156979168,0.0019381115288977194,-0.001633348125744219,0.0033456924255385084,-0.0031532559590337268,0.0015350119179659602,0.00468173103927574,-0.0032013210623415347,0.003906936124071399,0.002673205041287464,0.002347872486392694,-0.004137085558524107,-0.004132705411620779,3,1,132.0,3
-0.5284046069539159,-0.5471149782247013,-0.6237146010022603,0.5994079421334092,-0.6320239260548028,-0.5814657829807618,0.6559362073482837,-0.6052314997130783,-0.48698677210759406,-0.5185618240219988,0.47250002741576413,0.5178758077586847,0.0037204250213283326,0.0021481714066631163,0.0058731531963342794,-0.00535309998335036,0.003931751699719049,0.005731336251184702,-0.006511062087629073,0.005751815411147978,0.0023060498886598043,0.004189675852689965,-0.003829364820878551,-0.004652112274999231,4,1,112.0,3
-0.4219332611250236,-0.4590582813578548,-0.46854407024583145,0.45678709454811317,-0.5129895112342429,-0.4383920824855128,0.4833979145201437,-0.45662592943886204,-0.41938914283860224,-0.4036499850687812,0.37719340225236186,0.40084048992923355,0.007145624060689365,0.006769387900075414,0.009835036709764626,-0.009117455997874354,0.008224307230955602,0.008852002709412112,-0.010884505544146257,0.009341196478494594,0.00484032917757493,0.007496756200405801,-0.006036387218195382,-0.007340426400642694,5,1,92.0,3
-0.2305290790396064,-0.27018028501271274,-0.21979164179444993,0.22323400677026414,-0.28914582829411745,-0.21219444036253096,0.2127537282493635,-0.21878772001501323,-0.27209158337588035,-0.20794376934706124,0.21259889779299934,0.20834981696426264,0.012213708646980806,0.012230301354492679,0.015231342965829564,-0.014446324002605655,0.014412678511675592,0.014043730413957992,-0.016321651431893083,0.01467507932611125,0.010276042908032822,0.0122691135295402,-0.01075815275047459,-0.012197647788551196,6,1,72.0,3
0.0786656502409437,0.03631295003082367,0.15123113920457568,-0.132541561004284,0.07742343775524271,0.13854836831455314,-0.17727040008864958,0.143173164163869,0.012934595111427449,0.09786236277153197,-0.07157834866157128,-0.10297435638152833,0.018924678780202674,0.01853091176991489,0.02206207196452905,-0.02133970399754429,0.022496865541879085,0.021306519364822342,-0.022822499750869564,0.021753463953997947,0.018613191080033512,0.018506747840093152,-0.01799466141771621,-0.019223776438724718,7,1,52.0,3
0.5385086376552353,0.4772153629928536,0.6732127276039368,-0.641829848579678,0.6246346019035066,0.6552575684721087,-0.7079485191184888,0.6641467587031854,0.4937180814541765,0.5430739509153696,-0.5256331998105976,-0.5765101753534397,0.027278534460354966,0.025671219146342027,0.03032722370586315,-0.029797595982690248,0.032476868321565995,0.030640369562005162,-0.030387050501075704,0.03057635036215469,0.029851773693577,0.02620965913206466,-0.0277459132199202,-0.028418812351163263,8,1,32.0,3
1.1818575941418765,1.069320893093476,1.374841578256325,-1.3359210957600642,1.3904039791403433,1.3793543850365046,-1.4005546774647466,1.379023099208337,1.2282875644832232,1.1569965347128233,-1.199860518353327,-1.255635785196772,0.037275275687437645,0.03365122348377415,0.040026798189831764,-0.039819999958043535,0.04435268685073642,0.04204528100550644,-0.0390153036825115,0.04114373855058147,0.04399179074866325,0.03537784740545474,-0.04001190815708659,-0.03978275552586681,9,1,12.0,3
-0.7927370858231557,-0.37117895301434034,-0.5594389122661984,0.5850650162238777,-0.6043773838989486,-0.6777013655138704,0.5097709384756748,-0.7043821132960252,-0.6366093609116026,-0.44953506334642934,0.5375227124957637,0.829631019008095,0.02075177654842973,-0.004799541248171982,-0.004172072551928168,-0.007624955563944574,0.01191915839382976,-0.0031944933851373878,0.0030680812228700933,0.01321105925118618,0.010249666681856175,0.006983799985656702,-0.0004933067428529825,-0.0228053213948548,1,2,150.0,1
-0.4662198946413267,-0.4275852047713782,-0.6007675391604419,0.45899170652928045,-0.41335668509273144,-0.7010841685121341,0.5465918540828097,-0.49109250974103424,-0.470177525458482,-0.34618002203917525,0.5017884333558973,0.46280201720365877,0.012234298758895399,-0.0009181431072214926,-2.4640289453684723e-05,-0.005131939697108151,0.0073859646444632675,0.0008096358636970233,0.0005961316732942711,0.008340502259449241,0.006580468266840678,0.0035489678581539907,-0.003021708215070426,-0.014182764190159786,2,2,150.0,1
-0.28495986231643206,-0.4121465465941851,-0.5639392770496583,0.37155437709126016,-0.2977613503791854,-0.6478798628274409,0.5326320402707239,-0.3585085184308121,-0.36309953422425845,-0.29671759228120276,0.41986983629612495,0.24552093963789043,0.006226060662736303,0.0023849497452511,0.0036436163485745704,-0.0037613575382868954,0.004376621984562645,0.0044642174831583115,-0.0020099917190519834,0.005140498026709308,0.004314282259966504,0.0015945388307285395,-0.005111738534843604,-0.007850528970987978,3,2,150.0,1
-0.1987721949809669,-0.3364290842523193,-0.4585376384227714,0.3003043537495134,-0.2271143579689932,-0.5250794010472528,0.46520802018400803,-0.2732190841854185,-0.2873151390461047,-0.27153971207096644,0.30053434436533155,0.13198134660032676,0.002727062259952452,0.0051097373092457874,0.00683269736215661,-0.003513209087480784,0.002891130414127883,0.00776925147324651,-0.0047502889541687285,0.003611046552966389,0.0034511086612336924,0.001120512903380381,-0.006763397702172524,-0.0038086157373393415,4,2,150.0,1
-0.15747209876742627,-0.21199892351533886,-0.2941461357687062,0.2227929623437373,-0.17093868607283771,-0.33967373575903226,0.3416363169672527,-0.20181315182491327,-0.21476409176119376,-0.24103831940692047,0.15254938061240234,0.07637679838050412,0.001737303550543849,0.007256219584762566,0.009542602751292444,-0.004387494344689841,0.0029294899331589884,0.010724737833961577,-0.007624760032055943,0.0037521478382204743,0.003990947470642225,0.0021268900761094965,-0.007976685717057189,-0.002057024489213878,5,2,150.0,1
-0.11087477980830548,-0.050422170152801926,-0.08034828157638674,0.1165715287136285,-0.09875731290140159,-0.098653819550241,0.1592334537650487,-0.11087966616935625,-0.11738614420669846,-0.17560535228751933,-0.015317631913777458,0.03290085526795907,0.0032567845345104953,0.008824396571801441,0.011773332515982048,-0.00638421330991405,0.004491700541655954,0.01333067656530357,-0.010633404952713615,0.005563801882471574,0.005933798688192118,0.004613670348915899,-0.008751602579497595,-0.0025957552266115983,6,2,150.0,1
-0.008795444236099459,0.13673507006573352,0.17327241166526264,-0.040808621301115997,0.01990678333463238,0.19098939499165876,-0.08468404627801332,0.0329924279611929,0.03287895178020804,-0.04563274871121748,-0.19429927016432263,-0.04425292244777217,0.007285505211852368,0.009814268270362421,0.013524886656225431,-0.009503365983153416,0.007577762239618763,0.015587067667272435,-0.01377622371614175,0.009046008685719685,0.009279662313883363,0.008580853721799583,-0.009088148289493737,-0.005424807949532494,7,2,147.0,1
0.19895070181669677,0.3379066913707093,0.4571324314673174,-0.2717961618607994,0.21553062442458132,0.5222649552792047,-0.3927996600173426,0.26321418574667427,0.2640914443623529,0.17848755332353072,-0.375628111090348,-0.20089097447715312,0.013823465582569493,0.010225834680445484,0.014797265172022607,-0.013744952364407943,0.01218767502704745,0.017493911139868222,-0.01705321632234036,0.014198768247964812,0.014028538347715964,0.014028440194760546,-0.008986322847045616,-0.010544182657976556,8,2,127.0,1
0.5625484522175878,0.5415265879925676,0.7616482653408536,-0.5988397671257247,0.5185912321577627,0.8881819087249351,-0.7677968643083485,0.613196662367028,0.604311581702563,0.5263636158182708,-0.5505367316429683,-0.4828197405306473,0.02287066564666187,0.01005909580205065,0.015590468063373563,-0.01910897245367764,0.01832143890394203,0.01905120698309086,-0.02046438277130944,0.02102208056920693,0.020180426789689912,0.02095642976779879,-0.008446126252153238,-0.01795387935194382,9,2,107.0,1
1.1321826008340787,0.7360286541617499,1.0772364007969464,-1.0443881112561952,0.9595656283234932,1.2817493027413875,-1.2123591360064403,1.116350913002195,1.0815996119636655,1.0276035007745485,-0.7102577087732986,-0.9358456603187184,0.034427105404129514,0.009314051635177917,0.015904495330278275,-0.025595426250962495,0.02597905387030242,0.020258955196940445,-0.02400972306304896,0.029515945649446113,0.02773532763980522,0.029364822440914318,-0.007467558504816599,-0.02765389803143425,10,2,87.0,1
-0.5414667022180991,-0.7756252576744758,-0.8335124773544871,0.8332568342971969,-0.4651827755541539,-0.9321522794967076,0.6992364448179439,-0.5097490600924507,-0.6085757130095606,-0.8347453518755096,0.6450077157959131,0.5426174477016228,-0.000303091444532643,0.01622189889225682,0.010440466175972949,-0.017975962612381543,0.012380077156779716,0.018333372441172873,-0.00719021801145876,0.017304706538667666,-0.002884298126836127,0.018724725669303978,-0.0023391082020813663,-0.0008156506463000212,1,3,150.0,1
-0.5583154482869513,-0.550258650229288,-0.6814806730678498,0.578037358802781,-0.32202702211583717,-0.6675112695739982,0.6075608174485556,-0.28740132383968264,-0.6588535105911039,-0.5663113818031058,0.6171866978201942,0.5556829651575081,-0.0011116704816019588,0.006889725650676687,0.005191032611783725,-0.00813279440691464,0.0025508330252899344,0.008723630549775067,-0.002412788038009291,0.005574699282027865,-0.0019198943267898718,0.008699273230845819,-0.0007387806403388635,0.001740666825356852,2,3,139.0,1
-0.5710646545905746,-0.46838625445136844,-0.6022935731537041,0.4756430132822718,-0.3292771765802612,-0.5505696379162414,0.57875511693808,-0.25127608203162277,-0.6730636971226883,-0.4548140857974675,0.5991743290269151,0.5912417688921798,0.00010686253199024813,0.0018724777255299915,0.003155995738723773,-0.0026934496149908795,-0.0026605136334943297,0.003563434614677599,-0.000903225325567525,-0.0013175429058031205,0.0007224629781597507,0.00303105826262743,-0.0013582432838373972,0.0014336779815786185,3,3,119.0,1
-0.5391720801157384,-0.44370956401204886,-0.5316632437894652,0.43799732946480674,-0.39457528949331494,-0.49233646539743087,0.5474619980663622,-0.30461803329209447,-0.6176472025062476,-0.4131087144537992,0.5465748053112552,0.5920277325969355,0.003352507596244018,0.0011701551168167112,0.00433535555679307,-0.0016579282366102153,-0.003253962819573069,0.0028527846358804374,-0.0026615298741334966,-0.003372020024825294,0.005042773788012683,0.0017200807646488457,-0.004197496132576948,-0.0017366171776347365,4,3,99.0,1
-0.42209548384921136,-0.3899300725826608,-0.40530175115254785,0.3770238390795241,-0.42556341140088794,-0.4038208328915605,0.4483241156132479,-0.35067187624492197,-0.45904495664371475,-0.35405051836730494,0.41499232256839347,0.5007747299630732,0.00862526471115931,0.004782757824536837,0.008729112065991602,-0.005026230271772673,0.000770485467053741,0.00659168061338361,-0.007687701683707187,-0.000588732075038682,0.011041038102768956,0.004766340736910032,-0.009256539186557555,-0.007770218652283201,5,3,79.0,1
